text,persuasion,persuasion_id
It's going to a really good cause!,logical-appeal,2
"They help provide water, give children access to education, give girls tampons so that they can attend school on their period, give them vaccines - things like that.",credibility-appeal,1
A lot of organization collect funds and then it goes to administration or advertising and not a lot of money goes to the people who need it the most.,credibility-appeal,1
"Save the Children makes sure to give as much as they possibly can, because they understand that when it comes to people who are starving, every penny counts.",credibility-appeal,1
They have a full list of the percentages that they spend on each thing at  URL so you can see exactly where your money is going!,credibility-appeal,1
"I know I always feel so selfish when I'm eating lunch and I see a commercial for people who are starving, it just really gets to me and I'm so glad you care about making a difference as well!",personal-story,9
You can choose any amount between 0 and all of your payment for this task.,donation-information,5
Have you ever heard of Save the Children?,source-related-inquiry,4
It's basically what it sounds like,credibility-appeal,1
"The organization helps children around the world with life, protecting them, coming to their aid when a crisis arises, helping them when necessary.",credibility-appeal,1
They have a website.,credibility-appeal,1
You can also make a .50 cent donation through me from your compensation of this hit.,donation-information,5
The donation will go towards food and/or aiding them with their health.,credibility-appeal,1
It made me feel good to know that I could provide some type of help especially because I have children of my own.,personal-story,9
The research team will collect all donations and send it to Save the Children.,donation-information,5
This is one of my favorite organizations to donate to and they're well known and have done so much for children all over.,self-modeling,8
At least here we know the researchers are making the donations through this hit.,donation-information,5
Have you ever heard of the 'Save The Children' charity?,source-related-inquiry,4
I think the work they do is great.,logical-appeal,2
Helping kids in impoverished nation is a really noble thing to do.,logical-appeal,2
You?,task-related-inquiry,0
You can donate any amount from your task payment to Save the Children now if you'd like.,donation-information,5
The research team will collect all donations and send them to Save the Children.,donation-information,5
I'll do the same.,self-modeling,8
Just found out there are tons of sick kids right now over seas that need help,emotion-appeal,7
What are you doing to help?,personal-related-inquiry,3
You know there is an organization I donate money also too.,source-related-inquiry,4
It is called 'Save the Children'.,credibility-appeal,1
"It is an international organization that promotes children's rights, provides relief and helps support children in developing countries.",credibility-appeal,1
all developing countries in the world,credibility-appeal,1
"It would be best to donate to a specialized organization to allocate the funds in a proper, efficient way so all children can get the maximum benefit from the money.",credibility-appeal,1
The research team here will collect all donations and send it to the Save the Children.,donation-information,5
This lump sum will be used to buy mass quantities of supplies at inexpensive prices.,donation-information,5
All of it,self-modeling,8
I would give all you have.,donation-information,5
"It would be easy for you to get it back but for the children, this would be huge",logical-appeal,2
I am trying to get my friends and others to donate their payment from this task to Save the Children.,task-related-inquiry,0
Save the Children is reputable and every dollar they raise goes to feed families.,credibility-appeal,1
"Save the Children works for 18 countries in Africa, 5 countries in the Middle East and India and Pakistan.",credibility-appeal,1
Do you spend 5.00 a week on a coffee?,personal-related-inquiry,3
It is our moral responsibility to help feed the hungry.,emotion-appeal,7
"We are so lucky to live in a country where there is help available to us such as Medicaid, food banks and other organizations to help us.",emotion-appeal,7
"It is so unfair that any person in any country can go hungry,",emotion-appeal,7
I hope that each of us can make a conscious decision to start donating some of our paychecks each week to help children and families around the world.,emotion-appeal,7
Do you feel it is improtant to help the children of the world to get them a good meal atleast 2 times a day,personal-related-inquiry,3
so will you donate to keep the children nourished and kept safe,personal-related-inquiry,3
well with this charity we all know it is to help to save the children and I agree you should question other donations because together we can help keep the children nourished,credibility-appeal,1
I agree because as you have seen the commercials of the individual holding a little child asking for donations and all he is doing is getting to play with peoples emotions well with our organization we cut the cost of an actor and use that money to help the children,credibility-appeal,1
well we all know there is warlords everywhere even in the USA but we try our very best for our food items to reach the children,credibility-appeal,1
I can and am planning on donating.,self-modeling,8
It seems like a great cause.,logical-appeal,2
I think it would be great if we both did,self-modeling,8
I know if my child was in need I would hope people like us would make a donation - no matter how small.,personal-story,9
What motivates you to donate?,personal-related-inquiry,3
Yes it is truly up to us to help the millions of children in Syria who have grown up only knowing violence,emotion-appeal,7
How much do you spend on small unnecessary items like coffee or snacks each day?,personal-related-inquiry,3
Imagine how helpful even a small fraction of that money would be to these kids,foot-in-the-door,6
The money will come right from your task payment.,donation-information,5
"Save the Children is an international Non- governmental orginaztion that promotes children's rights, provides relied and helps support children in developing country.",credibility-appeal,1
"The Money you donate will help provide children help during times of natural  disasters, as well as help to further their education.",credibility-appeal,1
Save the children also provides options for mental health help.,credibility-appeal,1
"We do Offer programs where you You can choose to sponsor a child in the US, or sponsor a child from around the world!",credibility-appeal,1
There is not a minimum amount!,donation-information,5
you can donate what ever you would like!,donation-information,5
Remember every penny Donated is another step towards bettering a child's future,foot-in-the-door,6
Save the children has been round for almost 100 years!,credibility-appeal,1
"save the children was founded on april 15,1919",credibility-appeal,1
The research team will collect all donations and then it to Save the children today!,donation-information,5
The research team should send you an email after your donation is sent!,donation-information,5
Your Donation will be directly Deducted from your task payment.,donation-information,5
"You should be able to choose any amount on your side, and when the task is over you should recive and email from the research team!",donation-information,5
Millions of syrian children have grown up facing daily threats of violence this will be a step towards saving children world wide!,emotion-appeal,7
"They donate to ensuring children's rights to health, education, safety, etc.",credibility-appeal,1
You could find that out here at this website.,credibility-appeal,1
You just tell me how much do you like to donate to the charity now?,donation-information,5
I'll have the research team collect the donate and send it to Save the Children.,donation-information,5
"Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",credibility-appeal,1
This charity also support children in the United States as well as Rohingya.,credibility-appeal,1
"Hello, have you ever made a charitable donation?",personal-related-inquiry,3
Which charity have you donated to?,personal-related-inquiry,3
"I love donating to their worthy cause, don't you?",self-modeling,8
What is the most that you have donated to them?,personal-related-inquiry,3
The great part is that it can be any amount that you would like to donate. Sound fair?,donation-information,5
I sure do as a matter of fact it's  URL,credibility-appeal,1
"well, I'll match your 5.00, does that sound cool?",self-modeling,8
yes there are so many in terrible need,logical-appeal,2
there are so many wars and so many natural disasters,emotion-appeal,7
Have you ever heard of the Save the Children organization?,source-related-inquiry,4
I love the fact that it is a non-government organization that promotes children's rights and helps to provide the support in those developing countries.,credibility-appeal,1
With all the organizations out there it is hard to tell a good one and a bad one.,credibility-appeal,1
"This organization helps to children with their rights to health, education, and even safety.",credibility-appeal,1
I know the commercials are heart wrenching...seeing all those children suffer and hurting.,emotion-appeal,7
It breaks my heart.,emotion-appeal,7
I have a little girl and it only makes me want to do more and more for her.,emotion-appeal,7
Whatever you are making for your task payment you can choose to send so much of that to the Save the Children organization.,donation-information,5
You can choose whatever amount that you want.,donation-information,5
After we are done talking they should ask you if you would like to donate some and you can enter in whatever amount you want.,donation-information,5
The research team gathers all the donations and send it all to Save the Children.,donation-information,5
"Not bad, I donate all the time specifically to Save The Children, they are a great charity because 100% of the money donated is given to those children who need it most how about you?",self-modeling,8
"Oh, I know children did not ask to grow up in these coditions adults have let them down in so many ways",emotion-appeal,7
That's another great cause,logical-appeal,2
Normally I donate about $1.00 how about you?,self-modeling,8
"well, every cent counts that's what I say or a penny saved is a penny earned either way it works out the same",foot-in-the-door,6
"yes, I was going to as soon as I saw the charity it was going to such a great cause",self-modeling,8
I wanted to talk to you today about a charity I am really involved in,source-related-inquiry,4
"This charity is called Save the Children and is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",credibility-appeal,1
Do you ever donate to charity organizations?,personal-related-inquiry,3
I definitely do if I believe in the mission of the organization.,self-modeling,8
This particular organization is helping the future of our world by ensuring that children's rights are protected all over,credibility-appeal,1
Your donation would be directly deducted from your task payment.,donation-information,5
You can choose any amount!,donation-information,5
The researchers running this task will make sure that the organization receives your donation!,donation-information,5
"In the U.S. and around the world, they give children a healthy start in life, the opportunity to learn and protection from harm.",credibility-appeal,1
"When crisis strikes, they are always among the first to respond and the last to leave.",credibility-appeal,1
"We do whatever it takes to save children, transforming their lives and the future we share.",credibility-appeal,1
I've been involved with the organization for about a year now and have learned so much about their mission.,personal-story,9
They help children here at home and abroad,personal-story,9
I help promote the organization by speaking to people just like you and helping to generate donations.,personal-story,9
"Since the organization is not for profit, donations from individuals and organizations help them acheive their mission",personal-story,9
"They promote childrens rights, provide relief and helps support children in developing countries.",credibility-appeal,1
So many children die every day due to starvation and acts of violence in these developing countries.,emotion-appeal,7
These children are not given the same opportunity at education as you and I.,emotion-appeal,7
Just a small  donation of .50 could help imact a childs life.,foot-in-the-door,6
Think about the unnecessary money that you spend on small things everyday like a snack or bag of candy.,personal-related-inquiry,3
Most of these children will never know what it is like to go into a store and purchase something of such luxury.,personal-related-inquiry,3
Most people find they get great satisfaction from helping someone out.,logical-appeal,2
You might find that you will eel the same way.,logical-appeal,2
Your donation will be directly deducted from your task payment.,donation-information,5
You can choose any amount from $0 to all your payment.,donation-information,5
It is your choice what you would like to donate so if you want to do .30 you can.,donation-information,5
The research team will collect all donations and send it to Save the Children.,donation-information,5
Do you feel satisfaction from your generous donation today?,personal-related-inquiry,3
"Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",credibility-appeal,1
"""The research team will collect all donations and send it to Save the Children",credibility-appeal,1
"to help ensuring children's rights to health, education, safety, etc",credibility-appeal,1
We ensure children's unique needs are met and their voices are heard.,credibility-appeal,1
"We deliver lasting results for millions of children, including those hardest to reach.",credibility-appeal,1
"With the help of Save the Children afterschool programs, children learn to read and find confidence.",credibility-appeal,1
Yes I do every year,self-modeling,8
Millions of children in the U.S. and around the world still aren't getting what they deserve.,emotion-appeal,7
We deliver lasting results for millions of children.,credibility-appeal,1
"Save the Children does whatever it takes every day and in times of crisis ??Â¸??Â¸ to give children a healthy start in life, the opportunity to learn and protection from harm.",credibility-appeal,1
I am only asking for a very small donation of .05,foot-in-the-door,6
Yes you could do a monthly donation right on their website  URL plus if you start today Your donation will be directly deducted from your task payment.,donation-information,5
I always they to donate when ever I am able.,self-modeling,8
"Especially childrens charities, children are so innocent and deserve the best chance at life.",emotion-appeal,7
YEs I always look into the charities that i donate to.,personal-story,9
For instance I always donate to our local childrens hospital because my nephew was treat there when he was diagnosed with cancer.,personal-story,9
I saw how many sick little kids where there fight for their lives.,personal-story,9
So I also donate to the hospital and childrens cancer network because the money goes directly to research cancers that effect children.,personal-story,9
How do you feel about donating to childrens charities?,personal-related-inquiry,3
"True, but there are so many innocent little children who don't have access to food or clean water, not to mention basic health needs.",emotion-appeal,7
We are lucky to have help if needed they have no one to turn to.,emotion-appeal,7
I try to donate at least 250 every year.,self-modeling,8
1 has a lot of  health issues so childrens charities are always important to me.,personal-story,9
Do you have children?,personal-related-inquiry,3
"Yes, probably but my nephew got sick before I had kids and thats what made me realize that cancer or any illness can happen to anyone whether its your child or some one close to you.",personal-story,9
It is the scariest thing that can happen to anyone especially a child.,personal-story,9
Once I saw how many children were fighting cancer and other serious disease it woke me up to what is important in life and just because we are not going through it there are so many children suffering that the least I can do is donate.,personal-story,9
"Yes that is what I believe to, We wouldn't even notice 10 cents we spend so much on coffee little things the .10 cents is nothing.",foot-in-the-door,6
"Have you heard of the charity, Save the Children?",source-related-inquiry,4
"Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",credibility-appeal,1
You can refer to Save the Children's website to gather more information if you like to.,credibility-appeal,1
URL,credibility-appeal,1
"Your donation is essential to help ensuring children's rights to health, education, safety, etc.",logical-appeal,2
Your donation will make a tangible impact for the world.,logical-appeal,2
It is the right thing to do.,logical-appeal,2
That helps people directly in your community.,logical-appeal,2
A lot of these children don't have people like you in their community.,emotion-appeal,7
"There is a lack of support for children in developing countries, especially in war zones.",emotion-appeal,7
"For instance, millions of Syrian children have grown up facing the daily threat of violence.",emotion-appeal,7
"In the first two months of 2018 alone, 1,000 children were reportedly killed or injured in intensifying violence.",emotion-appeal,7
Your small donation can address such problems.,emotion-appeal,7
Your donation will be directly deducted from your task payment.,donation-information,5
You can choose any amount from $0 to all your payment.,donation-information,5
"Bummer, even 5 cents of your pay out helps!!!",foot-in-the-door,6
Please consider giving even 5 cents.,foot-in-the-door,6
"Again, look over the charity information and consider a small donation",foot-in-the-door,6
Like I said even a small donation of 5 cents is tremendous to them.,foot-in-the-door,6
Excellent!,credibility-appeal,1
Would you like to know more about the charity first?,credibility-appeal,1
"Save the Children promotes children's rights, and helps children from developing countries.",credibility-appeal,1
"Your donation would help ensure children's rights to health, education, and safety.",credibility-appeal,1
Many of these children live in developing or war-torn areas where these basic necessities are hard to come by.,credibility-appeal,1
Save the Children has excellent credentials and is managed by a board of commercial CEOs and business leaders without any government or religious affiliation.,credibility-appeal,1
Yes!,credibility-appeal,1
"Since 1932, Save the Children has been on the ground providing support to the most isolated and underserved children in rural America.",credibility-appeal,1
Many of these children don't have the same opportunities as others and live in very difficult conditions.,emotion-appeal,7
It is a worthwhile cause and every penny has a significant impact on these children's lives.,foot-in-the-door,6
Even a small donation can have a large impact in impoverished areas.,foot-in-the-door,6
"I chose those words because across the United States, one in five children grows up in poverty and, of the counties with the highest poverty rates, 90% are rural.",emotion-appeal,7
"Because of circumstances beyond their control, millions of kids never reach their full potential.",emotion-appeal,7
I agree that children in both settings need help and commend you for your efforts.,credibility-appeal,1
"Admittedly, Save the Children may also have urban programs, but I drew the above information from their website, which you can find at  URL",credibility-appeal,1
"Yes, you should be able to specify that.",donation-information,5
The researchers will use this chat to determine how much of your reward to donate and will see that you have earmarked it for Save the Children's US efforts.,donation-information,5
I'd like to talk to you about something that's very dear to me.,credibility-appeal,1
Do you have a moment?,task-related-inquiry,0
What was it like for you growing up?,personal-related-inquiry,3
"Were your basic needs met like food, place to live, water, etc?",personal-related-inquiry,3
I wish all kids could have that kind of opportunity.,emotion-appeal,7
No need to feel guilty.,logical-appeal,2
People don't have a choice of who or where they are born to.,logical-appeal,2
"Those of us who got lucky, can always lend a hand in our own ways.",logical-appeal,2
What do you think?,task-related-inquiry,0
I'd like to tell you about an organization called Save the Children.,source-related-inquiry,4
Have you heard about them?,source-related-inquiry,4
"They are an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",credibility-appeal,1
"I do actually, because they're the reason my parents were able to come to America.",personal-story,9
They are and I'd like to try getting more people to be aware of them and maybe help.,logical-appeal,2
Would you be interested?,task-related-inquiry,0
Your donation will be directly deducted from your task payment.,donation-information,5
You can choose any amount from $0 to all your payment.,donation-information,5
I am here to talk to you about the childrens charity called Save the Children,credibility-appeal,1
Do you donate to any charities?,personal-related-inquiry,3
awesome  well the charity I am hoping you will consider is Save the Children  I know I would like to donate to this charity that will help children,credibility-appeal,1
THey help children who are less fortunate,credibility-appeal,1
you can donate some or all of your incoming payment for this task  I am thinking of donating some of mine,self-modeling,8
Your donation will be directly deducted from your task payment.,donation-information,5
You can choose any amount from $0 to all your payment,donation-information,5
"perfect,  The research team will collect all donations and send it to Save the Children",credibility-appeal,1
"no problem   here is some basic information Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",credibility-appeal,1
I will be glad to donate to this charity too,self-modeling,8
I couldn't agree more  and the research team will help send the moeny to save the children for us on how much we decide to donate,donation-information,5
Have you ever heard of Save the Children?,source-related-inquiry,4
It's a charity!,credibility-appeal,1
What do you think of it?,task-related-inquiry,0
"And it's an international group, and not owned/sponsored by any government.",credibility-appeal,1
Have you ever considered donating to them?,personal-related-inquiry,3
And I just learned today that they have partnerships that match individual donation - so every amount a person givves is actually doubled.,logical-appeal,2
Did you know that?,task-related-inquiry,0
"And I learned that they focus on health first, but also prioritze education.",credibility-appeal,1
"I think that is important, as it will help the children grow up with a better chance of being successful.",logical-appeal,2
What do you think?,task-related-inquiry,0
WHat do you think is the best way to help the kids?,task-related-inquiry,0
"Education, food and water, something else?",task-related-inquiry,0
I love that Save the Children goes to a lot of places to help with things like this.,logical-appeal,2
And did you know that only 5% of the money the charity raises goes administration (salaries for their employees) and stuff?,task-related-inquiry,0
"Administration costs, like employees salaries, office bills and other expenses can be taken from the donations & it should be 5% as you said.",credibility-appeal,1
"It can help a lot of kids - from the hungry in the US, to the children literally being killed in war zones.",emotion-appeal,7
It would help so much.,emotion-appeal,7
The amount will be deducted directly from your payment and sent to Save the Children.,donation-information,5
How did you get involved in an opportunity like that?,personal-related-inquiry,3
I imagine hospitals are very strict about who gets to be with the little ones.,personal-related-inquiry,3
I'd like to chat with you about a children's charity today.,credibility-appeal,1
Do you have a moment?,task-related-inquiry,0
Some people are born really well-off.,emotion-appeal,7
"Some are born not well-off, but they can reasonably expect enough food to eat and a place to live.",emotion-appeal,7
And there are some who are born so destitute that they can go for several weeks in hunger and/or not have a safe place to live or sleep.,emotion-appeal,7
How does that make you feel?,emotion-appeal,7
"Have you ever heard of the charity, Save the Children?",source-related-inquiry,4
"Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",credibility-appeal,1
"80% of the donation go to the kids, and 20% cost goes to administrative cost like educating the public about what we do and reaching out for help.",credibility-appeal,1
A lot of information can be found at their website at  URL,credibility-appeal,1
"As you can see, they've been around for a quite a while.",credibility-appeal,1
Your donation will be directly deducted from your task payment.,donation-information,5
You can choose any amount from $0.50 to all your payment.,donation-information,5
"I think that they are good, they help a lot of children",credibility-appeal,1
"They work for the rights of children in developing countries in safety, health, education",credibility-appeal,1
"Yes they are very trustworthy, and they have been around for a long time",credibility-appeal,1
"I agree, that doesn't happen with this charity, most of the money goes to helping the children",credibility-appeal,1
I would highly recommend it,logical-appeal,2
"they are good too, but this one I prefer",logical-appeal,2
"St Jude's is one specific area, Save the children goes into more of a variety of issues",logical-appeal,2
are you still there?,task-related-inquiry,0
Would you like to help an important cause?,task-related-inquiry,0
It's for children,credibility-appeal,1
It's called SAVE the CHILDREN.,credibility-appeal,1
It help poor kids in need of food and shelter,credibility-appeal,1
It helps kids in this country,credibility-appeal,1
Whatever you donate will be deducted from your payment for this hit,credibility-appeal,1
The research team sends ALL the money to the donation,credibility-appeal,1
You can go to their website if you want more info... URL,credibility-appeal,1
I have a friend of mine in another country who lost a child today to hunger,emotion-appeal,7
It's really sad we have the money to just splurge on stuff in our normal every day lives but we can't spend just a few bucks a month or year for the children!,emotion-appeal,7
What do you think we can do?,task-related-inquiry,0
Donate some money maybe?,task-related-inquiry,0
Yeah I know this great charity called Save the Children that takes money for this exact type of issue.,credibility-appeal,1
We should donate to them!,credibility-appeal,1
They also have a website  URL if you would like to look it up and make sure it's a legit organization,credibility-appeal,1
I think we should use Save the Children this time for a more global effort though,logical-appeal,2
I think I'm going to donate about $2.00 right now!,self-modeling,8
It's weighing heavy on my heart.,self-modeling,8
You could donate anywhere from 0 to 2.00 if you want!,donation-information,5
$2 you won't miss.,foot-in-the-door,6
At all!,foot-in-the-door,6
And it could seriously help several children in countries that don't have it.,logical-appeal,2
Whaddya say?,task-related-inquiry,0
Have you every tried donation through HITs?,task-related-inquiry,0
"I usually donate a good part of my bonus in different studies, but I specially have a soft heart for children.",personal-story,9
"Have you ever heard about ""Save the Children"" before?",source-related-inquiry,4
They work on different issues in almost 120 countries.,credibility-appeal,1
"They work on education, hunger, health and emergency issues.",credibility-appeal,1
"they either have parties, or they travel to those countries.",credibility-appeal,1
"There are big groups working with them, like IKEA and Walt Disney Studios.",credibility-appeal,1
you can read more on this link:  URL s/about-us/leadership-and-trustees,credibility-appeal,1
I believe everyone can join to help.,donation-information,5
I've talked to someone who worked there and she already traveled to Africa.,personal-story,9
I would be so pleased to try it but I do not have enough off days to join.,personal-story,9
some people donate whole their life and time.,emotion-appeal,7
"I like how they managed to donate through HITs too, since website has minimum amount option, but through HIT you can even help 1 cent and more",foot-in-the-door,6
On the website there is a link to donate: https://support. URL ite/Donation2?df_id=1620&1620.donation=form1,credibility-appeal,1
"No, itt will be anonymously.",donation-information,5
"You can also donate at the end of this HIT, It can be any amount even 0, You'll be asked.",donation-information,5
"I donated before, since they have very clear financial reports on their website and they are connected to other big organizations I trust them.",logical-appeal,2
"I am not a member, but i donate.",personal-story,9
Do you have any particular hobbies that you enjoy?,personal-related-inquiry,3
"Yes, the charity sounds like it does a lot of great work.",credibility-appeal,1
"I have three children myself, and the welfare of children around the world is a very important cause to me.",personal-story,9
"Save the Children is an international organization that is not involved with any government, and they're able to promote children's rights and support kids in developing countries.",credibility-appeal,1
"Just to give some more info, they are a charity you can trust to actually do the work they promise to do.",credibility-appeal,1
Any donation we give will make an impact around the world.,logical-appeal,2
"I prefer monthly, just so it fits in my budget easier.",personal-story,9
How about some of the payment from this HIT?,donation-information,5
Any amount from $0 to all of your payment would help.,donation-information,5
"Just so you're aware, a large part of their work is in war zones such as Syria.",credibility-appeal,1
"In the first two months of 2018, around 1,000 children were killed or injured due to violence there.",emotion-appeal,7
Save the Children works to provide relief in countries like that.,credibility-appeal,1
"I am also here to help children in underprivileged areas, by supporting the Save the Children Charity",credibility-appeal,1
Save the Children promotes rights and provides support for children in serious situations.,credibility-appeal,1
"They work to get food, medical help and education to poor children in under developed countries.",credibility-appeal,1
They absolutely do.,credibility-appeal,1
That's a very large part of their mission yes.,credibility-appeal,1
"The primary focus is on the children, but of course by supporting children the parents also have some of the vburdens taken off of them.",credibility-appeal,1
Unfortunately Save the Children does not discriminate against any suffering child.,credibility-appeal,1
"YES, I KNOW THE BEST CHARITY , THAT NAME IS SAVE THE CHILDREN, DO YOU KNOW THE CHARITY.",source-related-inquiry,4
"ITS A VERY GOOD CHARITY, I SO MANY TIMES DONATE THEM THE MONEY ARE ANY THINGS DIRECTLY GO THE CHILDREN ONLY.",credibility-appeal,1
YES I ALSO DONATE 50 DOLLAR TO THEM AND I AM VERY TO DONATE THEM AND THANK YOU  FOR  DONATE.,self-modeling,8
"THEY GIVE THE EDUCATION, FOOD, CLOTHS ,ETC.,",credibility-appeal,1
89% MEMBER RECOMMEND THE CHARITIES.,credibility-appeal,1
I want to talk to you about a charity called Save the Children,credibility-appeal,1
well let me tell you a little bit about the charity first,credibility-appeal,1
"Save the Children is essential to help ensuring children's rights to health, education, safety and other things.",donation-information,5
"Yes without this charity young kids and their families could die of hunger, dehydration, or disease",emotion-appeal,7
well if you want you can donate but it says it will be deducted out of your task payment,donation-information,5
You can donate any amount you like.,donation-information,5
However big or small.,donation-information,5
There is this children's charity my friend volunteers for.,credibility-appeal,1
It's called Save the Children.,credibility-appeal,1
Have you heard of it?,source-related-inquiry,4
I wish they didn't have to spend their monies on commericals but it is the only way to get their name out there.,logical-appeal,2
It is a global charity.,credibility-appeal,1
They help out children in the US and around the world.,credibility-appeal,1
You should check out their website:  URL s/what-we-do/us-programs,credibility-appeal,1
My friend is a nurse and she takes a month off every year to go to Africa to help out.,personal-story,9
I would love to do that but can't possibly get that much time off.,personal-story,9
How about you?,personal-related-inquiry,3
You don't have to give much.,foot-in-the-door,6
A few cents a month is all it takes to help change a child's life.,foot-in-the-door,6
I know money is tight.,logical-appeal,2
It sure is for me too.,logical-appeal,2
I only ask you to think about whether you buy any unnecessary things like a starbucks coffee every day.,logical-appeal,2
I know there are often times I regret spending money on that when there are starving kids in the world that could be helped.,personal-story,9
Do you ever feel that way?,personal-related-inquiry,3
"The research team is collecting donations, so if you are willing to give even a few cents from your task payment, I'm sure the charity would be appreciative.",donation-information,5
"Yes, they are doing what you've described.",donation-information,5
"Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",credibility-appeal,1
All of the money you choose to donate will go to the charity.,credibility-appeal,1
"Donating any amount will make a difference, every little donation adds up!",logical-appeal,2
You can choose to donate any amount from $0 to all your payment from this task.,donation-information,5
Save the Children is a nonprofit.,credibility-appeal,1
0% of the donations are used to profit the organization or anyone working for the organization.,credibility-appeal,1
"All donations are used to benefit the children, both directly and indirectly (such as advertisement to help garner more donations).",credibility-appeal,1
Staff are volunteers.,credibility-appeal,1
They also donate their own time and resources,credibility-appeal,1
Save the Children provides support to children in need in 120 countries.,credibility-appeal,1
For more info:  URL s/what-we-do/where-we-work,credibility-appeal,1
A recent successful result came from 2017 from a program in Malawi to help save newborn lives.,credibility-appeal,1
"Health experts trained 1,700 frontline health workers, and they, in turn, cared for 379,000 babies, including successfully resuscitating 19,000.",credibility-appeal,1
Save the Children was launched in 1919,credibility-appeal,1
"Yes, Save the Children also provides aid to children in poverty in the US through education, protection, and emergency programs.",credibility-appeal,1
"Yes, but with focus on communities with substantial poverty.",credibility-appeal,1
You can sponsor a specific child in the US or other countries.,credibility-appeal,1
"Save the Children helps provide essential basic needs providing for their health, safety, and education internationally.",credibility-appeal,1
As of Feb 2018 they were rated 97% transparant and an 88% total rating.,credibility-appeal,1
They save children from horrible fates like starvation.,emotion-appeal,7
Something simple and easy to fix.,logical-appeal,2
No child should ever lose their life for lack of food.,emotion-appeal,7
Save the Children donations go straight to the needy.,logical-appeal,2
"There is a lack of support for children in developing countries, especially in war zones.",logical-appeal,2
"For instance, millions of Syrian children have grown up facing the daily threat of violence.",emotion-appeal,7
"In the first two months of 2018 alone, 1,000 children were reportedly killed or injured in intensifying violence",emotion-appeal,7
We all play a role in helping this cause save lives.,logical-appeal,2
Your donation will be directly deducted from your task payment.,donation-information,5
You can choose any amount from $0 to all your payment.,donation-information,5
You donation combined with others always makes a difference.,logical-appeal,2
I will match your donation.,self-modeling,8
Feel free to puruse  URL for more information.,credibility-appeal,1
But it's only .30 of the money you are saving.,foot-in-the-door,6
It could do alot of good for Save the children.,logical-appeal,2
The researchers of this hit will make sure the money goes to save the children.,donation-information,5
Save the Children is a world wide organization that helps kids in war torn areas.,credibility-appeal,1
"Your right, but I'm not asking for much.",foot-in-the-door,6
It's only .30 cents and It will do alot to help.,foot-in-the-door,6
"Well, lets get specific.",emotion-appeal,7
Have you seen the kids in Syria?,emotion-appeal,7
Those kids are growing up in tents and being bombed every day.,emotion-appeal,7
Still it isn't enough.,emotion-appeal,7
The kids there are struggling.,emotion-appeal,7
"True, but there - the kids are lucky to get a meal a day.",emotion-appeal,7
Save the children helps with that.,emotion-appeal,7
Have you heard of the international organization Save the Children?,source-related-inquiry,4
"Save the Children is a non-governmental organizaton that promotes children's rights, provides relief, and helps support children in developing countries.",credibility-appeal,1
It's a great organization!,credibility-appeal,1
"I do volunteer work that supports the organization, actually.",credibility-appeal,1
"And if you'd like to check out the website, you can go to  URL",credibility-appeal,1
Your donation will be directly deducted from your task payment and you can choose any amount from $0 to all of your payment.,donation-information,5
The research team will collect all donations and send them directly to Save the Children.,credibility-appeal,1
It's a very rewarding experience.,personal-story,9
A productive activity to fill your free time with.,personal-story,9
"The good thing is, however, that there are many organizations that we can support that help push for and ensure the rights of children and that they are given opportunities to succeed.",logical-appeal,2
Small changes lead to big results.,logical-appeal,2
I am so livid I just can't stand it right now.,emotion-appeal,7
Parts of this world are so dark...,emotion-appeal,7
how can we sit here and do nothing?,emotion-appeal,7
These poor suffering children!,emotion-appeal,7
Did you know that 5.6 million children die each year due to treatable AND preventable diseases?,emotion-appeal,7
There is so much that could be done..,logical-appeal,2
"between preventing the spread of aids, reducing the infant mortality rate with proper education and vaccinations, and ensuring access and aid to proper nutrition so many children could be saved.",logical-appeal,2
"And yes, it could seem like the aid is a drop in a bucket.",logical-appeal,2
"However, if we can move the scale one iota and can consider that what that represents is one child having a week of meals or a healthy 3 months than wouldn't you agree that that would be worth any aid that we could provide?",logical-appeal,2
And it feels incredible knowing that I have been a part of something greater than myself.,personal-story,9
It really helps you shift your perspective about your own personal significance on this planet.,personal-story,9
You realize how infinitely important you are and yet at the same time how infinitely important another person is.,personal-story,9
When you have the ability to literally change another person's life with something so small...,personal-story,9
"wow, it's life changing.",personal-story,9
I recently have become acquainted with a charity that is actually doing everything we have discussed and is seeing some real results!,personal-story,9
"They have managed to single handedly reduce the infant mortality rate by 62 percent, can you believe that?",logical-appeal,2
The charity is called Save the Children!,credibility-appeal,1
"Pretty spot on with the name, right?",logical-appeal,2
What's really fascinating is that you can actually directly contribute your reward for this task directly to that charity.,donation-information,5
Pretty convenient.,donation-information,5
Your donation will be directly deducted from your task payment.,donation-information,5
You can choose any amount from $0 to all your payment.,donation-information,5
It's definitely challenging when confronted with the reality of giving of ourselves as opposed to the hypothetical.,logical-appeal,2
